sku,product.attribute_set,sap_sku,vendor_sku,klikmro_sku,brand,brand_id,name,short_description,description,mfr_no,benefit,features,spesification,searching_related,standard_certificate,type,shipping_method,shipping_package,product.type,stock.is_in_stock,status,visibility,tax_class_id,stock.qty,consignment_stock,delivery,gross_weight,netto_weight,weight_uom,dimension_length,dimension_width,dimension_height,dimension_uom,dimension_unit,volume,category.ids,hierarchy_node,merchandise_category,vendor_id,warranty,sales_uom,pdt,lead_time,item,includes,for_use_with,material,size
C-330,I150091003,,C-330,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-330,GREEN SEAL BANDO 22.2MM C-330,GREEN SEAL BANDO C-330,C-330,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 330 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,3.612,3.01,KG,20,20,10,CM,8382 X 22.2 X 13.5 MM,2512.08,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-335,I150091003,,C-335,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-335,GREEN SEAL BANDO 22.2MM C-335,GREEN SEAL BANDO C-335,C-335,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 335 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,3.672,3.06,KG,20,20,10,CM,8509 X 22.2 X 13.5 MM,2550.14,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-336,I150091003,,C-336,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-336,GREEN SEAL BANDO 22.2MM C-336,GREEN SEAL BANDO C-336,C-336,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 336 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,3.684,3.07,KG,20,20,10,CM,8534.4 X 22.2 X 13.5 MM,2557.75,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-340,I150091003,,C-340,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-340,GREEN SEAL BANDO 22.2MM C-340,GREEN SEAL BANDO C-340,C-340,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 340 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,3.72,3.1,KG,20,20,10,CM,8636 X 22.2 X 13.5 MM,2588.2,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-344,I150091003,,C-344,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-344,GREEN SEAL BANDO 22.2MM C-344,GREEN SEAL BANDO C-344,C-344,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 344 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,3.768,3.14,KG,20,20,10,CM,8737.6 X 22.2 X 13.5 MM,2618.65,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-345,I150091003,,C-345,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-345,GREEN SEAL BANDO 22.2MM C-345,GREEN SEAL BANDO C-345,C-345,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 345 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,3.78,3.15,KG,20,20,10,CM,8763 X 22.2 X 13.5 MM,2626.27,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-35,I150091003,,C-35,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-35,GREEN SEAL BANDO 22.2MM C-35,GREEN SEAL BANDO C-35,C-35,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 35 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.384,0.32,KG,20,20,10,CM,889 X 22.2 X 13.5 MM,266.43,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-350,I150091003,,C-350,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-350,GREEN SEAL BANDO 22.2MM C-350,GREEN SEAL BANDO C-350,C-350,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 350 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,3.84,3.2,KG,20,20,10,CM,8890 X 22.2 X 13.5 MM,2664.33,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-36,I150091003,,C-36,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-36,GREEN SEAL BANDO 22.2MM C-36,GREEN SEAL BANDO C-36,C-36,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 36 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.384,0.32,KG,20,20,10,CM,914.4 X 22.2 X 13.5 MM,274.04,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-360,I150091003,,C-360,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-360,GREEN SEAL BANDO 22.2MM C-360,GREEN SEAL BANDO C-360,C-360,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 360 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,3.948,3.29,KG,20,20,10,CM,9144 X 22.2 X 13.5 MM,2740.45,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-362,I150091003,,C-362,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-362,GREEN SEAL BANDO 22.2MM C-362,GREEN SEAL BANDO C-362,C-362,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 362 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,3.972,3.31,KG,20,20,10,CM,9194.8 X 22.2 X 13.5 MM,2755.68,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-365,I150091003,,C-365,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-365,GREEN SEAL BANDO 22.2MM C-365,GREEN SEAL BANDO C-365,C-365,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 365 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,3.996,3.33,KG,20,20,10,CM,9271 X 22.2 X 13.5 MM,2778.51,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-37,I150091003,,C-37,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-37,GREEN SEAL BANDO 22.2MM C-37,GREEN SEAL BANDO C-37,C-37,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 37 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.396,0.33,KG,20,20,10,CM,939.8 X 22.2 X 13.5 MM,281.65,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-370,I150091003,,C-370,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-370,GREEN SEAL BANDO 22.2MM C-370,GREEN SEAL BANDO C-370,C-370,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 370 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,4.056,3.38,KG,20,20,10,CM,9398 X 22.2 X 13.5 MM,2816.58,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-38,I150091003,,C-38,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-38,GREEN SEAL BANDO 22.2MM C-38,GREEN SEAL BANDO C-38,C-38,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 38 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.408,0.34,KG,20,20,10,CM,965.2 X 22.2 X 13.5 MM,289.27,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-380,I150091003,,C-380,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-380,GREEN SEAL BANDO 22.2MM C-380,GREEN SEAL BANDO C-380,C-380,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 380 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,4.164,3.47,KG,20,20,10,CM,9652 X 22.2 X 13.5 MM,2892.7,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-385,I150091003,,C-385,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-385,GREEN SEAL BANDO 22.2MM C-385,GREEN SEAL BANDO C-385,C-385,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 385 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,4.224,3.52,KG,20,20,10,CM,9779 X 22.2 X 13.5 MM,2930.76,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-39,I150091003,,C-39,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-39,GREEN SEAL BANDO 22.2MM C-39,GREEN SEAL BANDO C-39,C-39,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 39 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.42,0.35,KG,20,20,10,CM,990.6 X 22.2 X 13.5 MM,296.88,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-390,I150091003,,C-390,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-390,GREEN SEAL BANDO 22.2MM C-390,GREEN SEAL BANDO C-390,C-390,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 390 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,4.272,3.56,KG,20,20,10,CM,9906 X 22.2 X 13.5 MM,2968.82,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-392,I150091003,,C-392,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-392,GREEN SEAL BANDO 22.2MM C-392,GREEN SEAL BANDO C-392,C-392,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 392 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,4.296,3.58,KG,20,20,10,CM,9956.8 X 22.2 X 13.5 MM,2984.05,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-394,I150091003,,C-394,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-394,GREEN SEAL BANDO 22.2MM C-394,GREEN SEAL BANDO C-394,C-394,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 394 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,4.32,3.6,KG,20,20,10,CM,10007.6 X 22.2 X 13.5 MM,2999.27,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-395,I150091003,,C-395,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-395,GREEN SEAL BANDO 22.2MM C-395,GREEN SEAL BANDO C-395,C-395,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 395 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,4.332,3.61,KG,20,20,10,CM,10033 X 22.2 X 13.5 MM,3006.89,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-40,I150091003,,C-40,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-40,GREEN SEAL BANDO 22.2MM C-40,GREEN SEAL BANDO C-40,C-40,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 40 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.432,0.36,KG,20,20,10,CM,1016 X 22.2 X 13.5 MM,304.49,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-400,I150091003,,C-400,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-400,GREEN SEAL BANDO 22.2MM C-400,GREEN SEAL BANDO C-400,C-400,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 400 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,4.38,3.65,KG,20,20,10,CM,10160 X 22.2 X 13.5 MM,3044.95,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-41,I150091003,,C-41,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-41,GREEN SEAL BANDO 22.2MM C-41,GREEN SEAL BANDO C-41,C-41,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 41 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.444,0.37,KG,20,20,10,CM,1041.4 X 22.2 X 13.5 MM,312.1,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-42,I150091003,,C-42,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-42,GREEN SEAL BANDO 22.2MM C-42,GREEN SEAL BANDO C-42,C-42,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 42 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,0.456,0.38,KG,20,20,10,CM,1066.8 X 22.2 X 13.5 MM,319.71,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-420,I150091003,,C-420,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-420,GREEN SEAL BANDO 22.2MM C-420,GREEN SEAL BANDO C-420,C-420,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 420 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,4.608,3.84,KG,20,20,10,CM,10668 X 22.2 X 13.5 MM,3197.19,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-424,I150091003,,C-424,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-424,GREEN SEAL BANDO 22.2MM C-424,GREEN SEAL BANDO C-424,C-424,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 424 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,4.644,3.87,KG,20,20,10,CM,10769.6 X 22.2 X 13.5 MM,3227.64,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
C-425,I150091003,,C-425,,BANDO,BAND,GREEN SEAL BANDO 22.2MM C-425,GREEN SEAL BANDO 22.2MM C-425,GREEN SEAL BANDO C-425,C-425,"<li> V-shaped natural rubber
<li> More flexible than Red Seal type","<li> Applied for easy loading machine
<li> Used in medium temperature
<li> High degree of abrasiveness","<li> Material: Natural rubber
<li> Length: 425 INC
<li> Width: 22.2 MM
<li> Height: 13.5 MM
<li> Angle: 40 Deg.
<li> Min. pulley diameter: 230 MM","bando, v belt, pullet belt, belt, bando belt",-,Green Seal,"Pick Up, Air, Land, and Sea",1,simple,In Stock,Enabled,"Catalog, Search",Taxable Goods,1,No,M301,4.656,3.88,KG,20,20,10,CM,10795 X 22.2 X 13.5 MM,3235.26,,I15009100301,8070206,1001002787,-,EA,2,3,V-belt,-,Pulley,Natural rubber,22.2 MM
