sku,brand,name,gross_weight,dimension_length,dimension_width,dimension_height,dimension_uom,volume
1001002787-A-110 (RS),BANDO,RED SEAL BANDO 12.7MM A-110 (RS),0.667,20,20,10,CM,4000
1001002787-B-65 (RS),BANDO,RED SEAL BANDO 16.7MM B-65 (RS),0.667,20,20,10,CM,4000
1001002787-B-66 (RS),BANDO,RED SEAL BANDO 16.7MM B-66 (RS),0.667,20,20,10,CM,4000
1001002787-SPA-2580,BANDO,SP TYPE BANDO 12.5MM SPA-2580,0.667,20,20,10,CM,4000
1001002787-SPA-2582,BANDO,SP TYPE BANDO 12.5MM SPA-2582,0.667,20,20,10,CM,4000
1001002787-SPA-2600,BANDO,SP TYPE BANDO 12.5MM SPA-2600,0.667,20,20,10,CM,4000
1001002787-SPB-1400,BANDO,SP TYPE BANDO 16MM SPB-1400,0.667,20,20,10,CM,4000
1001002787-SPB-1410,BANDO,SP TYPE BANDO 16MM SPB-1410,0.667,20,20,10,CM,4000
1001002787-XPA-2800,BANDO,SP TYPE COG BANDO 13MM XPA-2800,0.667,20,20,10,CM,4000
1001002813-1JG-10-12Z,EATON,DOUBLE NIPPLE JIC X BSP-ORING 1JG-10-12Z,0.462,180,110,140,MM,2772
1001002813-1JG9-08-OG,EATON,NIPPLE EL90 JIC X BSP-ORING 1JG9-08-OG,0.462,180,110,140,MM,2772
1001002813-GN-08PKZ,EATON,NPT FEMALE TEE GN-08PKZ,0.462,180,110,140,MM,2772
1001002787-A-109,BANDO,GREEN SEAL BANDO 12.7MM A-109,0.667,20,20,10,CM,4000
1001002813-5N-16-08Z,EATON,REDUCER NPT MALE X NPT FEMALE 5N-16-08Z,0.462,180,110,140,MM,2772
1001002787-A-110,BANDO,GREEN SEAL BANDO 12.7MM A-110,0.667,20,20,10,CM,4000
1001002794-84-126-23,STANLEY,MINI BEND NOSE PLIERS 84-126-23-- / -,0.364,215,50.8,200,MM,2184.4
1001002813-4J-16Z,EATON,JIC MALE PLUG 4J-16Z,0.462,180,110,140,MM,2772
1001002787-A-111,BANDO,GREEN SEAL BANDO 12.7MM A-111,0.667,20,20,10,CM,4000
1001002787-C-38,BANDO,GREEN SEAL BANDO 22.2MM C-38,0.667,20,20,10,CM,4000
1001002787-B-67 (RS),BANDO,RED SEAL BANDO 16.7MM B-67 (RS),0.667,20,20,10,CM,4000
1001002787-B-68 (RS),BANDO,RED SEAL BANDO 16.7MM B-68 (RS),0.667,20,20,10,CM,4000
1001002787-SPA-2650,BANDO,SP TYPE BANDO 12.5MM SPA-2650,0.667,20,20,10,CM,4000
1001002787-SPA-2682,BANDO,SP TYPE BANDO 12.5MM SPA-2682,0.667,20,20,10,CM,4000
1001002787-SPB-1450,BANDO,SP TYPE BANDO 16MM SPB-1450,0.667,20,20,10,CM,4000
1001002813-4O-16Z,EATON,UN-ORING  BOSS PLUG 4O-16Z,0.462,180,110,140,MM,2772
1001002787-A-112,BANDO,GREEN SEAL BANDO 12.7MM A-112,0.667,20,20,10,CM,4000
1001002813-1JG9-10-08-OG,EATON,NIPPLE EL90 JIC X BSP-ORING 1JG9-10-08OG,0.462,180,110,140,MM,2772
1001002790-3047028,PHOENIX CONTACT,END COVER D-UT 2.5/10 3047028,0.387,160,290,50, MM ,2320
1001002787-A-113,BANDO,GREEN SEAL BANDO 12.7MM A-113,0.667,20,20,10,CM,4000
1001002813-1JG-12Z,EATON,DOUBLE NIPPLE JIC X BSP-ORING 1JG-12Z,0.462,180,110,140,MM,2772
1001002787-A-114,BANDO,GREEN SEAL BANDO 12.7MM A-114,0.667,20,20,10,CM,4000
1001002855-1501330,FESTO,SAFETY MODULE CAMC-G-S1,0.345,180,50,230,MM,2070
1001002813-AN-08Z,EATON,NPT MALE TEE AN-08Z,0.462,180,110,140,MM,2772
1001002787-A-115,BANDO,GREEN SEAL BANDO 12.7MM A-115,0.667,20,20,10,CM,4000
1001002787-C-39,BANDO,GREEN SEAL BANDO 22.2MM C-39,0.667,20,20,10,CM,4000
1001002787-CX-50,BANDO,MULTIPLE COG BANDO 22MM CX-50,0.667,20,20,10,CM,4000
1001002787-B-69 (RS),BANDO,RED SEAL BANDO 16.7MM B-69 (RS),0.667,20,20,10,CM,4000
1001002787-B-70 (RS),BANDO,RED SEAL BANDO 16.7MM B-70 (RS),0.667,20,20,10,CM,4000
1001002787-C-39 (RS),BANDO,RED SEAL BANDO 22.2MM C-39 (RS),0.667,20,20,10,CM,4000
1001002787-SPA-2732,BANDO,SP TYPE BANDO 12.5MM SPA-2732,0.667,20,20,10,CM,4000
1001002787-SPB-1470,BANDO,SP TYPE BANDO 16MM SPB-1470,0.667,20,20,10,CM,4000
1001002787-SPB-1475,BANDO,SP TYPE BANDO 16MM SPB-1475,0.667,20,20,10,CM,4000
1001002800-4007H-EUR36,CHEETAH,WOMEN LOW CUT LACE UP SHOES 36 (EUR),1.436,350,197,125,MM,8618.75
1001002800-4008H-EUR36,CHEETAH,WOMEN LOW CUT SHOES ADJ STRAP 36 (EUR),1.436,350,197,125,MM,8618.75
1001002813-7N9-08Z,EATON,SOCKET EL 90 NPT FML X NPT FML 7N9-08Z,0.462,180,110,140,MM,2772
1001002797-TL-E 32W 54,PHILIPS,LIGHT BULBS TL-E 32W 54,0.460,299,299,30.9,MM,2762.4909
1001002796-7000040084,3M,SCOTCH-BRITE HANDPAD GRN-4 X 6IN ID-10,0.256,182.4,131.6,64,MM,1536.24576
1001002796-7000040083,3M,SCOTCH-BRITE HANDPAD TWO SIDES ID-34,0.256,182.4,131.6,64,MM,1536.24576
1001002796-7000040101,3M,SCOTCH-BRITE SPONGE ID-83,0.256,182.4,131.6,64,MM,1536.24576
1001002813-4N-16Z,EATON,NPT MALE PLUG 4N-16Z,0.462,180,110,140,MM,2772
1001002790-730136,PALAZZOLI,MULTIMAX PRESA MOBILE DIRITTA 730136,0.487,143,143,143,MM,2924.207
1001002787-A-116,BANDO,GREEN SEAL BANDO 12.7MM A-116,0.667,20,20,10,CM,4000
1001002794-29-861-5-23,STANLEY,RLLR REFL 7INC MOGLOSS-CAGE 29-861-5-23,0.363,180,110,110,MM,2178
1001002797-FBS110 MAX 18W WHITE,PHILIPS,LIGHTS FBS110 MAX 18W WHITE,0.699,194,147,147,MM,4192.146
1001002794-78-235-23,STANLEY,TIE ROD SEPARATOR-15INC 78-235-23,0.540,370,250,35,MM,3237.5
1001002787-A-117,BANDO,GREEN SEAL BANDO 12.7MM A-117,0.667,20,20,10,CM,4000
1001002813-AJ-10Z,EATON,JIC MALE TEE AJ-10Z,0.462,180,110,140,MM,2772
"1001002797-PL-S 11W 827,840,865",PHILIPS,"LIGHT BULBS PL-S 11W 827,840,865",0.274,127,127,102,MM,1645.158
1001002787-A-118,BANDO,GREEN SEAL BANDO 12.7MM A-118,0.667,20,20,10,CM,4000
1001002787-C-40,BANDO,GREEN SEAL BANDO 22.2MM C-40,0.667,20,20,10,CM,4000
1001002787-BX-90,BANDO,MULTIPLE COG BANDO 17MM BX-90,0.667,20,20,10,CM,4000
1001002787-B-71 (RS),BANDO,RED SEAL BANDO 16.7MM B-71 (RS),0.667,20,20,10,CM,4000
1001002787-B-72 (RS),BANDO,RED SEAL BANDO 16.7MM B-72 (RS),0.667,20,20,10,CM,4000
1001002787-SPA-2782,BANDO,SP TYPE BANDO 12.5MM SPA-2782,0.667,20,20,10,CM,4000
1001002787-SPA-2800,BANDO,SP TYPE BANDO 12.5MM SPA-2800,0.667,20,20,10,CM,4000
1001002787-SPB-1500,BANDO,SP TYPE BANDO 16MM SPB-1500,0.667,20,20,10,CM,4000
1001002787-XPB-1800,BANDO,SP TYPE COG BANDO 16.3MM XPB-1800,0.667,20,20,10,CM,4000
1001002796-IP-3F161,3M,AFT ACRYLIC FOAM TAPE 48X4500MM 5666,0.293,150,150,78,MM,1755
1001002787-A-119,BANDO,GREEN SEAL BANDO 12.7MM A-119,0.667,20,20,10,CM,4000
1001002794-20-006-23,STANLEY,SAW CROSSCUT 22INCX7T/8P 20-006-23,0.831,570,250,35,MM,4987.5
1001002794-20-082-23,STANLEY,SAW CROSSCUT 6T/7PT 22INC 20-082-23,0.831,570,250,35,MM,4987.5
1001002794-20-504-23,STANLEY,SAW W. HDLE C/CUT 22INCX7T/8PT 20-504-23,0.831,570,250,35,MM,4987.5
1001002813-7N-12Z,EATON,NPT FEMALE X NPT FEMALE 7N-12Z,0.462,180,110,140,MM,2772
1001002787-A-120,BANDO,GREEN SEAL BANDO 12.7MM A-120,0.667,20,20,10,CM,4000
1001002790-3047170,PHOENIX CONTACT,END COVER D-UT 2.5/4-QUATTRO 3047170,0.406,165,295,50, MM ,2433.75
1001002787-A-121,BANDO,GREEN SEAL BANDO 12.7MM A-121,0.667,20,20,10,CM,4000
1001002790-477423 EX,PALAZZOLI,ATEX CEE STRAIGHT PLUG 3P+N+E 477423 EX,0.513,250,111,111,MM,3080.25
1001002787-C-41,BANDO,GREEN SEAL BANDO 22.2MM C-41,0.667,20,20,10,CM,4000
1001002787-A-124 (RS),BANDO,RED SEAL BANDO 12.7MM A-124 (RS),0.667,20,20,10,CM,4000
1001002787-B-73 (RS),BANDO,RED SEAL BANDO 16.7MM B-73 (RS),0.667,20,20,10,CM,4000
1001002787-B-74 (RS),BANDO,RED SEAL BANDO 16.7MM B-74 (RS),0.667,20,20,10,CM,4000
1001002787-SPA-2900,BANDO,SP TYPE BANDO 12.5MM SPA-2900,0.667,20,20,10,CM,4000
1001002787-SPB-1550,BANDO,SP TYPE BANDO 16MM SPB-1550,0.667,20,20,10,CM,4000
1001002787-SPB-1555,BANDO,SP TYPE BANDO 16MM SPB-1555,0.667,20,20,10,CM,4000
1001002787-XPA-3150,BANDO,SP TYPE COG BANDO 13MM XPA-3150,0.667,20,20,10,CM,4000
1001002790-3212044,PHOENIX CONTACT,END COVER D-PT 6 3212044,0.383,170,270,50, MM ,2295
1001002787-A-122,BANDO,GREEN SEAL BANDO 12.7MM A-122,0.667,20,20,10,CM,4000
1001002790-3022276,PHOENIX CONTACT,END CLAMP CLIPFIX 35-5 3022276,0.475,190,250,60, MM ,2850
1001002787-A-123,BANDO,GREEN SEAL BANDO 12.7MM A-123,0.667,20,20,10,CM,4000
1001002787-A-124,BANDO,GREEN SEAL BANDO 12.7MM A-124,0.667,20,20,10,CM,4000
1001002794-78-020-23,STANLEY,FLEXIBLE MAGNETIC PICKUP TOOL 78-020-23,0.453,340,200,40,MM,2720
1001002794-29-045-1-23,STANLEY,RLLR FRAME 9INC CAGEX1/2INC 29-045-1-23,0.391,230,340,30,MM,2346
1001002794-29-772-1-23,STANLEY,ROLLER FRAME 9INC STICK 29-772-1-23,0.391,230,340,30,MM,2346
1001002787-C-42,BANDO,GREEN SEAL BANDO 22.2MM C-42,0.667,20,20,10,CM,4000
1001002787-B-75 (RS),BANDO,RED SEAL BANDO 16.7MM B-75 (RS),0.667,20,20,10,CM,4000
1001002787-B-76 (RS),BANDO,RED SEAL BANDO 16.7MM B-76 (RS),0.667,20,20,10,CM,4000
1001002787-SPA-2932,BANDO,SP TYPE BANDO 12.5MM SPA-2932,0.667,20,20,10,CM,4000
1001002787-SPB-1600,BANDO,SP TYPE BANDO 16MM SPB-1600,0.667,20,20,10,CM,4000
1001002787-A-125,BANDO,GREEN SEAL BANDO 12.7MM A-125,0.667,20,20,10,CM,4000
1001002813-1T-16SPZ,EATON,DOUBLE NIPPLE BSPT X BSPT 1T-16SPZ,0.462,180,110,140,MM,2772
1001002813-1JT9-08-12SPZ,EATON,NIPPLE EL90 JIC X BSPT 1JT9-08-12SPZ,0.462,180,110,140,MM,2772
1001002787-A-126,BANDO,GREEN SEAL BANDO 12.7MM A-126,0.667,20,20,10,CM,4000
1001002813-1JT9-10-12SPZ,EATON,NIPPLE EL90 JIC X BSPT 1JT9-10-12SPZ,0.462,180,110,140,MM,2772
1001002794-20-007-23,STANLEY,SAW CROSSCUT 24INCX7T/8P 20-007-23,0.904,620,250,35,MM,5425
1001002794-20-083-23,STANLEY,SAW CROSSCUT 6T/7PT 24INC 20-083-23,0.904,620,250,35,MM,5425
1001002794-20-505-23,STANLEY,SAW W. HDLE C/CUT 24INCX7T/8PT 20-505-23,0.904,620,250,35,MM,5425
1001002813-GN-12PKZ,EATON,NPT FEMALE TEE GN-12PKZ,0.462,180,110,140,MM,2772
1001002813-5N-24-20Z,EATON,REDUCER NPT MALE X NPT FEMALE 5N-24-20Z,0.462,180,110,140,MM,2772
1001002787-A-127,BANDO,GREEN SEAL BANDO 12.7MM A-127,0.667,20,20,10,CM,4000
1001002835-1157256,BOSSARD,STUD BOLT NO INT FIT END M20 1157256,0.802,225,225,95,MM,4809.375
1001002835-1157515,BOSSARD,STUD BOLT NO INT FIT END M6 1157515,0.802,225,225,95,MM,4809.375
1001002835-1157647,BOSSARD,STUD BOLT NO INT FIT END M10 1157647,0.802,225,225,95,MM,4809.375
1001002835-1157655,BOSSARD,STUD BOLT NO INT FIT END M10 1157655,0.802,225,225,95,MM,4809.375
1001002835-1220721,BOSSARD,STUD BOLT WITHOUT INT FIT M10 1220721,0.802,225,225,95,MM,4809.375
1001002835-1284665,BOSSARD,CIRCLIPS FOR SHAFTS (BULK) 5MM 1284665,0.802,225,225,95,MM,4809.375
1001002835-1284673,BOSSARD,CIRCLIPS FOR SHAFTS (BULK) 6MM 1284673,0.802,225,225,95,MM,4809.375
1001002835-1284681,BOSSARD,CIRCLIPS FOR SHAFTS (BULK) 7MM 1284681,0.802,225,225,95,MM,4809.375
1001002835-1284711,BOSSARD,CIRCLIPS FOR SHAFTS (BULK) 9MM 1284711,0.802,225,225,95,MM,4809.375
1001002835-1284878,BOSSARD,CIRCLIPS FOR SHAFTS (BULK) 6MM 1284878,0.802,225,225,95,MM,4809.375
1001002835-1285009,BOSSARD,CIRCLIPS FOR SHAFT (STACK) 2.3MM 1285009,0.802,225,225,95,MM,4809.375
1001002835-1285025,BOSSARD,CIRCLIPS FOR SHAFTS (STACK) 4MM 1285025,0.802,225,225,95,MM,4809.375
1001002835-1285033,BOSSARD,CIRCLIPS FOR SHAFTS (STACK) 5MM 1285033,0.802,225,225,95,MM,4809.375
1001002835-1278002,BOSSARD,SERRATED LOCK WASHER TYPE A M2 1278002,0.802,225,225,95,MM,4809.375
1001002835-1278037,BOSSARD,SERRATED LOCK WASHER TYPE A M3 1278037,0.802,225,225,95,MM,4809.375
1001002835-1278053,BOSSARD,SERRATED LOCK WASHER TYPE A M4 1278053,0.802,225,225,95,MM,4809.375
1001002835-1278061,BOSSARD,SERRATED LOCK WASHER TYPE A M5A 1278061,0.802,225,225,95,MM,4809.375
1001002835-1279246,BOSSARD,SERRATED LOCK WASHER TYPE A M2 1279246,0.802,225,225,95,MM,4809.375
1001002835-1279289,BOSSARD,"SERRATED LOCK WASHER TYPE A M3, 1279289",0.802,225,225,95,MM,4809.375
1001002835-1279297,BOSSARD,SERRATED LOCK WASHER TYPE A M4 1279297,0.802,225,225,95,MM,4809.375
1001002835-1279319,BOSSARD,SERRATED LOCK WASHER TYPE A M6 1279319,0.802,225,225,95,MM,4809.375
1001002835-1279327,BOSSARD,SERRATED LOCK WASHER TYPE A M8 1279327,0.802,225,225,95,MM,4809.375
1001002835-1279335,BOSSARD,SERRATED LOCK WASHER TYPE A M10 1279335,0.802,225,225,95,MM,4809.375
1001002835-1279106,BOSSARD,TOOTHED LOCK WASHER TYPE J M4 1279106,0.802,225,225,95,MM,4809.375
1001002835-1279432,BOSSARD,TOOTHED LOCK WASHER TYPE J M3 1279432,0.802,225,225,95,MM,4809.375
1001002835-1279440,BOSSARD,"TOOTHED LOCK WASHER TYPE J M3, 1279440",0.802,225,225,95,MM,4809.375
1001002835-1279459,BOSSARD,TOOTHED LOCK WASHER TYPE J M4 1279459,0.802,225,225,95,MM,4809.375
1001002835-1279467,BOSSARD,TOOTHED LOCK WASHER TYPE J M5 1279467,0.802,225,225,95,MM,4809.375
1001002835-1279475,BOSSARD,TOOTHED LOCK WASHER TYPE J M6 1279475,0.802,225,225,95,MM,4809.375
1001002797-HPI 400W BUS E40,PHILIPS,LIGHT BULBS HPI 400W BUS E40,0.667,290,117.5,117.5,MM,4003.8125
1001002790-261433 EX,PALAZZOLI,ATEX ON-OFF PUSH-BUTTON PANEL 261433 EX,0.513,250,111,111,MM,3080.25
1001002787-A-128,BANDO,GREEN SEAL BANDO 12.7MM A-128,0.667,20,20,10,CM,4000
1001002787-C-43,BANDO,GREEN SEAL BANDO 22.2MM C-43,0.667,20,20,10,CM,4000
1001002787-BX-97,BANDO,MULTIPLE COG BANDO 17MM BX-97,0.667,20,20,10,CM,4000
1001002787-BX-98,BANDO,MULTIPLE COG BANDO 17MM BX-98,0.667,20,20,10,CM,4000
1001002787-B-78 (RS),BANDO,RED SEAL BANDO 16.7MM B-78 (RS),0.667,20,20,10,CM,4000
1001002787-SPA-3000,BANDO,SP TYPE BANDO 12.5MM SPA-3000,0.667,20,20,10,CM,4000
1001002787-SPA-3025,BANDO,SP TYPE BANDO 12.5MM SPA-3025,0.667,20,20,10,CM,4000
1001002787-SPB-1625,BANDO,SP TYPE BANDO 16MM SPB-1625,0.667,20,20,10,CM,4000
1001002787-SPB-1626,BANDO,SP TYPE BANDO 16MM SPB-1626,0.667,20,20,10,CM,4000
1001002787-SPB-1650,BANDO,SP TYPE BANDO 16MM SPB-1650,0.667,20,20,10,CM,4000
1001002787-XPB-1950,BANDO,SP TYPE COG BANDO 16.3MM XPB-1950,0.667,20,20,10,CM,4000
1001002813-1B-16Z,EATON,DOUBLE NIPPLE BSP 60,0.462,180,110,140,MM,2772
1001002787-A-129,BANDO,GREEN SEAL BANDO 12.7MM A-129,0.667,20,20,10,CM,4000
1001002794-69-GR20C-23,STANLEY,GLUE-REG GUN F-PIN 100-240V 69-GR20C-23,0.495,275,180,60,MM,2970
1001002794-69-GR25C-23,STANLEY,GLUE-REG GUN F-PIN DUAL 69-GR25C-23,0.495,275,180,60,MM,2970
1001002790-730126,PALAZZOLI,PROTECTED STRAIGHT 16A 6H IP67 730126,0.401,134,134,134,MM,2406.104
1001002813-1JT9-12SPZ,EATON,DOUBLE NIPPLE EL90 JIC X BSPT 1JT9-12SPZ,0.462,180,110,140,MM,2772
1001002794-29-078-2-23,STANLEY,ROLLER REFILL MINI ACRYLIC 29-078-2-23,0.432,180,120,120,MM,2592
1001002794-29-078-5-23,STANLEY,ROLLER REFILL MINI ACRYLIC 29-078-5-23,0.432,180,120,120,MM,2592
1001002787-A-130,BANDO,GREEN SEAL BANDO 12.7MM A-130,0.667,20,20,10,CM,4000
1001002790-710126,PALAZZOLI,MULTIMAX STRAIGHT PLUG 710126,0.341,127,127,127,MM,2048.383
1001002790-3030417,PHOENIX CONTACT,END COVER D-ST 2.5 3030417,0.294,210,210,40, MM ,1764
1001002835-1004417,BOSSARD,HEX SOC HEAD CAP SCREW M6x50 1004417,1.030,255,255,95,MM,6177.375
1001002835-1004425,BOSSARD,HEX SOC HEAD CAP SCREW M6x55 1004425,1.030,255,255,95,MM,6177.375
1001002835-1253573,BOSSARD,HELICAL SPRING LOCK WASHER M3.5 1253573,1.030,255,255,95,MM,6177.375
1001002835-1253778,BOSSARD,HELICAL SPRING LOCK WASHER M3 1253778,1.030,255,255,95,MM,6177.375
1001002835-1253794,BOSSARD,HELICAL SPRING LOCK WASHER M4 1253794,1.030,255,255,95,MM,6177.375
1001002835-1116800,BOSSARD,HELICAL SPRING LOCK WASHER M5 1116800 ,1.030,255,255,95,MM,6177.375
1001002794-58-911-23,STANLEY,NAIL SET 1/32INC 58-911-23,0.341,127,127,127,MM,2048.383
1001002794-58-912-23,STANLEY,NAIL SET 2/32INC 58-912-23,0.341,127,127,127,MM,2048.383
1001002787-A-131,BANDO,GREEN SEAL BANDO 12.7MM A-131,0.667,20,20,10,CM,4000
1001002787-C-44,BANDO,GREEN SEAL BANDO 22.2MM C-44,0.667,20,20,10,CM,4000
1001002787-BX-99,BANDO,MULTIPLE COG BANDO 17MM BX-99,0.667,20,20,10,CM,4000
1001002787-B-79 (RS),BANDO,RED SEAL BANDO 16.7MM B-79 (RS),0.667,20,20,10,CM,4000
1001002787-B-80 (RS),BANDO,RED SEAL BANDO 16.7MM B-80 (RS),0.667,20,20,10,CM,4000
1001002787-M-24 (RS),BANDO,RED SEAL BANDO 10MM M-24 (RS),0.667,20,20,10,CM,4000
1001002787-SPA-3095,BANDO,SP TYPE BANDO 12.5MM SPA-3095,0.667,20,20,10,CM,4000
1001002787-SPA-3150,BANDO,SP TYPE BANDO 12.5MM SPA-3150,0.667,20,20,10,CM,4000
1001002787-SPB-1700,BANDO,SP TYPE BANDO 16MM SPB-1700,0.667,20,20,10,CM,4000
1001002787-XPB-2000,BANDO,SP TYPE COG BANDO 16.3MM XPB-2000,0.667,20,20,10,CM,4000
1001002800-4007H-EUR37,CHEETAH,WOMEN LOW CUT LACE UP SHOES 37 (EUR),1.436,350,197,125,MM,8618.75
1001002800-4008H-EUR37,CHEETAH,WOMEN LOW CUT SHOES ADJ STRAP 37 (EUR),1.436,350,197,125,MM,8618.75
1001002813-1BT-16SPZ,EATON,DOUBLE NIPPLE BSP 60,0.462,180,110,140,MM,2772
1001002813-1BG-16-12Z,EATON,NIPPLE BSP 60,0.462,180,110,140,MM,2772
1001002813-1B-12-16Z,EATON,NIPPLE BSP 60,0.462,180,110,140,MM,2772
1001002796-7000001135,3M,COMFORT LIFT ELBOW SUPPORT XS-76576EN,0.212,159.54,126.52,63.02,MM,1272.05875
1001002787-A-132,BANDO,GREEN SEAL BANDO 12.7MM A-132,0.667,20,20,10,CM,4000
1001002813-1JT9-12-08SPZ,EATON,NIPPLE EL90 JIC X BSPT 1JT9-12-08SPZ,0.462,180,110,140,MM,2772
1001002796-7000001531,3M,WRAP ARND WRIST SPPRT ADJ BEIGE-46709EN,0.229,126.52,68.1,159.54,MM,1374.598554
1001002813-1JG-12-16Z,EATON,DOUBLE NIPPLE JIC X BSP-ORING 1JG-12-16Z,0.462,180,110,140,MM,2772
1001002787-A-133,BANDO,GREEN SEAL BANDO 12.7MM A-133,0.667,20,20,10,CM,4000
1001002813-1BG-16Z,EATON,NIPPLE BSP 60,0.462,180,110,140,MM,2772
1001002800-3110H-UK9,CHEETAH,ANKLE BOOTS WITH ELASTIC SIDES 9 (UK),1.677,350,230,125,MM,10062.5
1001002787-A-134,BANDO,GREEN SEAL BANDO 12.7MM A-134,0.667,20,20,10,CM,4000
1001002813-4B-16WDZ,EATON,BSP MALE CAPTIVE SEAL PLUG 4B-16WDZ,0.462,180,110,140,MM,2772
1001002787-C-45,BANDO,GREEN SEAL BANDO 22.2MM C-45,0.667,20,20,10,CM,4000
1001002787-B-82 (RS),BANDO,RED SEAL BANDO 16.7MM B-82 (RS),0.667,20,20,10,CM,4000
1001002813-1BN-16Z,EATON,DOUBLE NIPPLE BSP 60,0.462,180,110,140,MM,2772
1001002787-A-135,BANDO,GREEN SEAL BANDO 12.7MM A-135,0.667,20,20,10,CM,4000
1001002798-TZE-751,BROTHER,TZE-751 BLACK ON GREEN,0.245,150,99,99,MM,1470.15
1001002790-477416 EX,PALAZZOLI,SPINA MOBILE DIRITTA 3P+T 477416 EX,0.554,270,111,111,MM,3326.67
1001002787-A-136,BANDO,GREEN SEAL BANDO 12.7MM A-136,0.667,20,20,10,CM,4000
1001002813-1J9-12Z,EATON,DOUBLE NIPPLE EL90 JIC X JIC 1J9-12Z,0.462,180,110,140,MM,2772
1001002790-3030420,PHOENIX CONTACT,END COVER D-ST 4 3030420,0.280,200,210,40, MM ,1680
1001002787-A-137,BANDO,GREEN SEAL BANDO 12.7MM A-137,0.667,20,20,10,CM,4000
1001002796-7000028256,3M,ULTRAFINE FOAM POLISHING PAD 8 INCH 5751,0.548,233.2,60.48,233.2,MM,3289.037875
1001002787-A-138,BANDO,GREEN SEAL BANDO 12.7MM A-138,0.667,20,20,10,CM,4000
1001002787-C-46,BANDO,GREEN SEAL BANDO 22.2MM C-46,0.667,20,20,10,CM,4000
1001002787-C-47,BANDO,GREEN SEAL BANDO 22.2MM C-47,0.667,20,20,10,CM,4000
1001002787-B-83 (RS),BANDO,RED SEAL BANDO 16.7MM B-83 (RS),0.667,20,20,10,CM,4000
1001002787-B-84 (RS),BANDO,RED SEAL BANDO 16.7MM B-84 (RS),0.667,20,20,10,CM,4000
1001002787-SPA-3240,BANDO,SP TYPE BANDO 12.5MM SPA-3240,0.667,20,20,10,CM,4000
1001002787-SPB-1750,BANDO,SP TYPE BANDO 16MM SPB-1750,0.667,20,20,10,CM,4000
1001002813-5N-20-16Z,EATON,REDUCER NPT MALE X NPT FEMALE 5N-20-16Z,0.462,180,110,140,MM,2772
1001002813-7N9-12Z,EATON,SOCKET EL 90 NPT FML X NPT FML 7N9-12Z,0.462,180,110,140,MM,2772
1001002787-A-139,BANDO,GREEN SEAL BANDO 12.7MM A-139,0.667,20,20,10,CM,4000
1002005855-200626000008,DREMAX,SLICE MAMA D 180/15MIN,2.559,170,430,210,MM,15351
1001002794-20-074-23,STANLEY,SAW 20INC/7T HARD TEETH BI- 20-074-23,0.758,520,250,35,MM,4550
1001002794-20-005-23,STANLEY,SAW CROSSCUT 20INCX7T/8P 20-005-23,0.758,520,250,35,MM,4550
1001002794-20-081-23,STANLEY,SAW CROSSCUT 6T/7PT 20INC 20-081-23,0.758,520,250,35,MM,4550
1001002813-1JG-16Z,EATON,DOUBLE NIPPLE JIC X BSP-ORING 1JG-16Z,0.462,180,110,140,MM,2772
1001002787-A-140,BANDO,GREEN SEAL BANDO 12.7MM A-140,0.667,20,20,10,CM,4000
1001002813-1B-16-20Z,EATON,NIPPLE BSP 60,0.462,180,110,140,MM,2772
1001002813-1JG9-12-08-OG,EATON,NIPPLE EL90 JIC X BSP-ORING 1JG9-12-08OG,0.462,180,110,140,MM,2772
1001002787-A-141,BANDO,GREEN SEAL BANDO 12.7MM A-141,0.667,20,20,10,CM,4000
1001002787-C-48,BANDO,GREEN SEAL BANDO 22.2MM C-48,0.667,20,20,10,CM,4000
1001002787-A-143 (RS),BANDO,RED SEAL BANDO 12.7MM A-143 (RS),0.667,20,20,10,CM,4000
1001002787-B-85 (RS),BANDO,RED SEAL BANDO 16.7MM B-85 (RS),0.667,20,20,10,CM,4000
1001002787-B-86 (RS),BANDO,RED SEAL BANDO 16.7MM B-86 (RS),0.667,20,20,10,CM,4000
1001002787-SPA-3382,BANDO,SP TYPE BANDO 12.5MM SPA-3382,0.667,20,20,10,CM,4000
1001002787-SPB-1800,BANDO,SP TYPE BANDO 16MM SPB-1800,0.667,20,20,10,CM,4000
1001002787-A-142,BANDO,GREEN SEAL BANDO 12.7MM A-142,0.667,20,20,10,CM,4000
1001002794-21-122-5-11,STANLEY,SURFORM PLANER FILE 10INC 21-122-5-11,0.267,304.8,121.92,43.18,MM,1604.621307
1001002794-20-092-23,STANLEY,MULTI-PURPOSE 3 IN 1 SAW 20-092-23,0.646,431,177,50.8,MM,3875.3796
1001002813-7N-16Z,EATON,NPT FEMALE X NPT FEMALE 7N-16Z,0.462,180,110,140,MM,2772
1001002787-A-143,BANDO,GREEN SEAL BANDO 12.7MM A-143,0.667,20,20,10,CM,4000
1001002790-509226,PALAZZOLI,WALL-MOUNTING SOCKET-OUTLET 509226,0.609,154,154,154,MM,3652.264
1001002801-MVSC-220-5B6,MINDMAN,MANIFOLD FOR 220 4WAY 6 POST,0.549,221,161 ,92.5,MM,3291.2425
1001002796-IP-3F151,3M,AFT ACRYLIC FOAM TAPE 24X4500MM 5666,0.203,150,150,54,MM,1215
1001002787-A-144,BANDO,GREEN SEAL BANDO 12.7MM A-144,0.667,20,20,10,CM,4000
